coo_number,coo_date,year,period,quarter,month,quarteryear,status,permit,permit_type,permit_subtype,permit_date,zip,rdus,50+units,project_type,stories,tract,coord
103659,9/2/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12014-20000-01437,Bldg-New,1 or 2 Family Dwelling,9/2/2015,91331,1,No,1 unit,1,1043.2,"(34.2791, -118.41843)"
122705,9/2/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-04571,Bldg-New,1 or 2 Family Dwelling,9/2/2015,90025,1,No,1 unit,3,2676,"(34.0377, -118.4482)"
122706,9/2/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-04572,Bldg-New,1 or 2 Family Dwelling,9/2/2015,90025,1,No,1 unit,3,2676,"(34.03777, -118.44824)"
128668,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03114,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
131718,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03397,Bldg-New,1 or 2 Family Dwelling,9/3/2015,91604,1,No,1 unit,2,1435,"(34.14811, -118.41553)"
127855,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03105,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
121099,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-04045,Bldg-New,1 or 2 Family Dwelling,9/3/2015,91405,1,No,1 unit,3,1272.2,
130407,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02805,Bldg-New,1 or 2 Family Dwelling,9/3/2015,91403,1,No,1 unit,2,1414,"(34.15247, -118.47068)"
127856,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03107,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
127857,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03106,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
128669,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03113,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
82042,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,07010-20000-01636,Bldg-New,1 or 2 Family Dwelling,9/3/2015,91335,1,No,1 unit,2,1331,"(34.18173, -118.53776)"
127858,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03109,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
128671,9/3/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03110,Bldg-New,1 or 2 Family Dwelling,9/3/2015,90031,1,No,1 unit,3,1871.02,
118782,9/4/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-20000-01260,Bldg-New,1 or 2 Family Dwelling,9/8/2015,91606,1,No,1 unit,1,1231.03,"(34.18993, -118.36833)"
121507,9/8/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-03919,Bldg-New,1 or 2 Family Dwelling,9/8/2015,90049,1,No,1 unit,2,2623.03,"(34.0663, -118.48601)"
127853,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03103,Bldg-New,1 or 2 Family Dwelling,9/9/2015,90031,1,No,1 unit,3,1871.02,
127584,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02273,Bldg-New,1 or 2 Family Dwelling,9/9/2015,90044,1,No,1 unit,1,2404.02,
122388,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01660,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
93196,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,10010-10000-01534,Bldg-New,1 or 2 Family Dwelling,9/9/2015,90077,1,No,1 unit,2,2621,"(34.10426, -118.45104)"
127854,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-03104,Bldg-New,1 or 2 Family Dwelling,9/9/2015,90031,1,No,1 unit,3,1871.02,
122404,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01664,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
122379,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01653,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,2,1974.1,"(34.08963, -118.25157)"
122401,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01670,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,2,1974.1,"(34.08963, -118.25157)"
122394,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01655,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,2,1974.1,"(34.08963, -118.25157)"
124416,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-10000-01008,Bldg-New,1 or 2 Family Dwelling,9/9/2015,90272,1,No,1 unit,3,2625.01,"(34.05191, -118.51952)"
122382,9/9/2015,2015,2013-17,Q3,9,Q3 2015,CofO Corrected,13010-10000-01656,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
122087,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00539,Bldg-New,1 or 2 Family Dwelling,9/10/2015,90068,1,No,1 unit,3,1897.02,"(34.1195, -118.34074)"
123750,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02853,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91342,1,No,1 unit,1,1041.08,"(34.27609, -118.39244)"
132090,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03202,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.28736, -118.58581)"
120409,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-02302,Bldg-New,1 or 2 Family Dwelling,9/10/2015,90049,1,No,1 unit,2,2623.03,"(34.05885, -118.48194)"
132089,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03201,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.28708, -118.58588)"
132082,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03208,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.28759, -118.58606)"
132091,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03203,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.28726, -118.58603)"
132088,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03200,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.28694, -118.58583)"
123747,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02852,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91342,1,No,1 unit,1,1041.08,"(34.27632, -118.39268)"
132029,9/10/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03175,Bldg-New,1 or 2 Family Dwelling,9/10/2015,91326,1,No,1 unit,2,1082.02,"(34.29159, -118.57996)"
132085,9/11/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03205,Bldg-New,1 or 2 Family Dwelling,9/11/2015,91326,1,No,1 unit,2,1082.02,"(34.2874, -118.58633)"
119603,9/11/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-02800,Bldg-New,1 or 2 Family Dwelling,9/11/2015,90272,1,No,1 unit,3,2626.04,"(34.04706, -118.54577)"
130082,9/11/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00264,Bldg-New,1 or 2 Family Dwelling,9/11/2015,91311,1,No,1 unit,2,1132.11,
130090,9/11/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00271,Bldg-New,1 or 2 Family Dwelling,9/11/2015,91311,1,No,1 unit,2,1132.11,"(34.26706, -118.60728)"
117707,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-01287,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91040,1,No,1 unit,2,1031.02,"(34.26608, -118.30976)"
129670,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02637,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91352,1,No,1 unit,1,1222,"(34.22038, -118.36628)"
119257,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-02512,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91316,1,No,1 unit,2,1395.02,"(34.15814, -118.5226)"
128562,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02617,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91604,1,No,1 unit,2,1435,"(34.14984, -118.39882)"
129954,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03067,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91607,1,No,1 unit,2,1238,"(34.17823, -118.39859)"
128491,9/15/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02448,Bldg-New,1 or 2 Family Dwelling,9/15/2015,91352,1,No,1 unit,2,1222,"(34.21614, -118.35674)"
24988,9/16/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,05010-10000-06311,Bldg-New,1 or 2 Family Dwelling,9/16/2015,90501,1,No,1 unit,1,2932.02,"(33.82434, -118.3066)"
65465,9/17/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,07010-30000-05380,Bldg-New,1 or 2 Family Dwelling,9/17/2015,90049,1,No,1 unit,2,2622,"(34.10851, -118.47607)"
127501,9/17/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-00891,Bldg-New,1 or 2 Family Dwelling,9/17/2015,90035,1,No,1 unit,2,2695,"(34.0493, -118.39325)"
123583,9/17/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-01502,Bldg-New,1 or 2 Family Dwelling,9/17/2015,90272,1,No,1 unit,2,2627.06,"(34.03889, -118.52601)"
123521,9/17/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-01501,Bldg-New,1 or 2 Family Dwelling,9/17/2015,90272,1,No,1 unit,2,2627.06,"(34.03869, -118.52586)"
120312,9/19/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-02743,Bldg-New,1 or 2 Family Dwelling,9/19/2015,90039,1,No,1 unit,3,1882.01,"(34.10846, -118.26581)"
120314,9/19/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-02745,Bldg-New,1 or 2 Family Dwelling,9/19/2015,90039,1,No,1 unit,3,1882.01,"(34.10846, -118.26581)"
111904,9/19/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-30000-02925,Bldg-New,1 or 2 Family Dwelling,9/19/2015,90272,1,No,1 unit,1,2626.04,"(34.04462, -118.56056)"
120313,9/19/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-02744,Bldg-New,1 or 2 Family Dwelling,9/19/2015,90039,1,No,1 unit,3,1882.01,"(34.10846, -118.26581)"
120311,9/19/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-10000-02742,Bldg-New,1 or 2 Family Dwelling,9/19/2015,90039,1,No,1 unit,3,1882.01,"(34.10846, -118.26581)"
123753,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02856,Bldg-New,1 or 2 Family Dwelling,9/22/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
132651,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14014-20000-03460,Bldg-New,1 or 2 Family Dwelling,9/22/2015,91331,1,No,1 unit,1,1047.01,"(34.26715, -118.41854)"
127020,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-01573,Bldg-New,1 or 2 Family Dwelling,9/22/2015,90046,1,No,1 unit,2,1944.01,"(34.08472, -118.36468)"
132025,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03171,Bldg-New,1 or 2 Family Dwelling,9/22/2015,91326,1,No,1 unit,2,1082.02,"(34.29185, -118.58017)"
127500,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-10000-00544,Bldg-New,1 or 2 Family Dwelling,9/22/2015,90042,1,No,1 unit,3,1816,"(34.12574, -118.20519)"
130086,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00270,Bldg-New,1 or 2 Family Dwelling,9/22/2015,91311,1,No,1 unit,2,1132.11,
65353,9/22/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,08010-20000-00894,Bldg-New,1 or 2 Family Dwelling,9/22/2015,90026,1,No,1 unit,1,1957.2,"(34.07018, -118.26717)"
133629,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03874,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.29174, -118.58075)"
132092,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03204,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.28728, -118.58622)"
129355,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-02842,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91403,1,No,1 unit,2,1413.04,"(34.15327, -118.45293)"
133632,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03876,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.2914, -118.58078)"
110139,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-30000-01689,Bldg-New,1 or 2 Family Dwelling,9/23/2015,90069,1,No,1 unit,1,1943,"(34.10482, -118.38956)"
132081,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03210,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.2876, -118.58592)"
132026,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03172,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.2918, -118.58029)"
132083,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03207,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.28754, -118.5863)"
133631,9/23/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03875,Bldg-New,1 or 2 Family Dwelling,9/23/2015,91326,1,No,1 unit,2,1082.02,"(34.29167, -118.5809)"
116742,9/24/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02643,Bldg-New,1 or 2 Family Dwelling,9/24/2015,90027,1,No,1 unit,3,1892.01,"(34.10472, -118.29857)"
116744,9/24/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02645,Bldg-New,1 or 2 Family Dwelling,9/24/2015,90027,1,No,1 unit,3,1892.01,"(34.10469, -118.29896)"
116743,9/24/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02644,Bldg-New,1 or 2 Family Dwelling,9/24/2015,90027,1,No,1 unit,3,1892.01,"(34.10473, -118.29879)"
116741,9/24/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-10000-02641,Bldg-New,1 or 2 Family Dwelling,9/24/2015,90027,1,No,1 unit,3,1892.01,"(34.10472, -118.29857)"
130197,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-70000-02862,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90247,1,No,1 unit,2,2912.1,"(33.883, -118.28746)"
130196,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-70000-02861,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90247,1,No,1 unit,2,2912.1,"(33.883, -118.28742)"
130195,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-70000-02860,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90247,1,No,1 unit,2,2912.1,"(33.883, -118.28736)"
130198,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-70000-02863,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90247,1,No,1 unit,2,2912.1,"(33.883, -118.2875)"
108387,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-20000-00534,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90024,1,No,1 unit,2,2651,"(34.07357, -118.43382)"
119620,9/25/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-01559,Bldg-New,1 or 2 Family Dwelling,9/25/2015,90048,1,No,1 unit,2,1945,"(34.07917, -118.36917)"
131872,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03548,Bldg-New,1 or 2 Family Dwelling,9/28/2015,91316,1,No,1 unit,2,1395.02,"(34.15972, -118.52103)"
31179,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,05010-10000-06801,Bldg-New,1 or 2 Family Dwelling,9/28/2015,90042,1,No,1 unit,2,1831.01,"(34.11809, -118.18378)"
131649,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-03354,Bldg-New,1 or 2 Family Dwelling,9/28/2015,91316,1,No,1 unit,2,1395.02,"(34.15972, -118.52143)"
112827,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,12010-20000-01082,Bldg-New,1 or 2 Family Dwelling,9/28/2015,91602,1,No,1 unit,2,1431,"(34.14751, -118.35488)"
130095,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00273,Bldg-New,1 or 2 Family Dwelling,9/28/2015,91311,1,No,1 unit,2,1132.11,"(34.26641, -118.60728)"
130092,9/28/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-20000-00272,Bldg-New,1 or 2 Family Dwelling,9/28/2015,91311,1,No,1 unit,2,1132.11,"(34.26708, -118.60679)"
123171,9/30/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,13010-30000-04381,Bldg-New,1 or 2 Family Dwelling,9/30/2015,90272,1,No,1 unit,2,2627.06,"(34.04408, -118.52803)"
127715,9/30/2015,2015,2013-17,Q3,9,Q3 2015,CofO Issued,14010-20000-01770,Bldg-New,1 or 2 Family Dwelling,9/30/2015,91606,1,No,1 unit,2,1237,"(34.18874, -118.40826)"
123737,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02860,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123742,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02862,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123754,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02857,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123736,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02859,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123746,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02864,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123752,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02855,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123744,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02863,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123467,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-04278,Bldg-New,1 or 2 Family Dwelling,10/1/2015,90064,1,No,1 unit,2,2679.02,"(34.04631, -118.41925)"
123735,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02858,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
135117,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-20000-00544,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91604,1,No,1 unit,2,1435,"(34.14755, -118.41055)"
123740,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02861,Bldg-New,1 or 2 Family Dwelling,10/1/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
115158,10/1/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01232,Bldg-New,1 or 2 Family Dwelling,10/1/2015,90069,1,No,1 unit,2,1943,"(34.09393, -118.39427)"
123404,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00385,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91042,1,No,1 unit,1,1011.1,"(34.26012, -118.28708)"
123760,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02873,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
41134,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,06010-20000-02107,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91335,1,No,1 unit,2,1325,"(34.19768, -118.55116)"
123757,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02871,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123755,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02870,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123741,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02867,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123738,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02866,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123758,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02872,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123751,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02865,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
70100,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,07010-20000-01748,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91356,1,No,1 unit,2,1398.02,"(34.1491, -118.55666)"
50289,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,06010-30000-03328,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91364,1,No,1 unit,2,1374.01,"(34.16441, -118.61778)"
120256,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,11010-20000-00825,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91335,1,No,1 unit,2,1310.1,"(34.21552, -118.53751)"
123761,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02874,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123745,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02868,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
123748,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02869,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91342,1,No,1 unit,2,1041.08,"(34.27646, -118.39317)"
132020,10/5/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03167,Bldg-New,1 or 2 Family Dwelling,10/5/2015,91326,1,No,1 unit,2,1082.02,
133405,10/6/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-40000-00195,Bldg-New,1 or 2 Family Dwelling,10/6/2015,90744,1,No,1 unit,1,2945.2,"(33.78718, -118.26752)"
116324,10/6/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,10010-40000-01179,Bldg-New,1 or 2 Family Dwelling,10/6/2015,90248,1,No,1 unit,1,2913,"(33.8621, -118.29265)"
124383,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-10000-01068,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90036,1,No,1 unit,2,2141,"(34.07263, -118.33954)"
130235,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-30000-02806,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90044,1,No,1 unit,1,2403,"(33.95827, -118.28802)"
136119,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-70000-01084,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90044,1,No,1 unit,2,2371.01,"(33.98451, -118.28817)"
119517,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-02403,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90067,1,No,1 unit,3,2679.01,
136118,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-70000-01085,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90044,1,No,1 unit,2,2371.01,
132918,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03491,Bldg-New,1 or 2 Family Dwelling,10/7/2015,91423,1,No,1 unit,2,1411.02,"(34.15232, -118.43563)"
123849,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00520,Bldg-New,1 or 2 Family Dwelling,10/7/2015,91307,1,No,1 unit,2,1352.03,
117896,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-00816,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90064,1,No,1 unit,2,2690,"(34.04363, -118.40242)"
127725,10/7/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-01737,Bldg-New,1 or 2 Family Dwelling,10/7/2015,90046,1,No,1 unit,2,1920.02,"(34.0851, -118.35544)"
